DB2 Services Inc.,001Rk000001VeaOIAS,001Rk000001VeaO,Construction,Roofing,Other,$0 ,Less than $25M,"$143,026.35","$187,838.08","$216,515.17","$316,708.25","$108,452.72","$262,249.15","$187,524.14","$139,377.06","$93,363.57","$329,587","$58,962","$74,927","$285,188","$46,408","$179,553",287%,"$133,144",
"VEMAC, LLC",001Rk000002ElIIIA0,001Rk000002ElII,Concrete,Concrete,Other,"$25,834,000 ",$25M-$100M,"$1,659,116.29","$4,529,347.72","$4,295,462.32","$2,905,880.75","$3,804,990.08","$2,739,437.97","$3,836,539.33","$3,243,887.47","$4,360,905.70","$3,927,145","$2,905,648","$3,648,236","$3,078,740","$3,347,972","$1,701,108",-49%,"-$1,646,864",
"Doota Industrial America, LLC",001Rk000002LymPIAS,001Rk000002LymP,Electrical,General Contractor,Other,"$5,000,000 ",Less than $25M,"$48,251.43","$120,492.91","$22,744.99","$5,023.97","$13,246.44","$108,977.58","$2,962.57","$23,694.61","$26,600.52","$9,121","$7,655","$9,383","$49,826","$74,042","$17,382",-77%,"-$56,660",
Nextech Electric Inc,001Rk000003EIVjIAO,001Rk000003EIVj,Electrical,Electrical,Electrical,"$5,000,000 ",Less than $25M,"$137,990","$101,602","$52,619","$75,593","$104,255","$129,306","$78,003","$395,070","$101,408","$48,737","$44,600","$120,136","$99,126","$117,394","$45,294",-61%,"-$72,100",
"Palman Electric, Inc.",001Rk000004difEIAQ,001Rk000004difE,Electrical,Electrical,Electrical,"$20,000,000 ",Less than $25M,"$636,506","$580,698","$768,144","$630,444","$598,209","$353,147","$916,720","$1,106,589","$2,318,087","$1,724,366","$811,347","$712,037","$878,281","$383,490","$344,572",-10%,"-$38,918",
Cayman Mechanical Company,001Rk000005h4VTIAY,001Rk000005h4VT,Mechanical,Mechanical,Mechanical,"$10,000,000 ",Less than $25M,"$14,539.41","$502,689.74","$48,868.35","$78,826.21","$206,829.44","$116,014.64","$63,063.65","$32,880.02","$35,375.28","$122,343","$23,664","$39,473","$36,410","$590,456","$376,538",-36%,"-$213,918",
Intelect Corporation,001Rk0000096kvwIAA,001Rk0000096kvw,Electrical,Other,Other,"$1,800,000 ",Less than $25M,"$23,430.46","$14,070.47","$16,572.03","$538,388.84","$26,186.38","$34,132.82","$39,301.34","$23,007.30","$13,449.45","$27,642","$15,940","$22,005","$8,651",$782,"$23,344",2885%,"$22,562",
Kelco Electric,001Rk000009yvHiIAI,001Rk000009yvHi,Electrical,Electrical,Electrical,"$1,000,000 ",Less than $25M,"$4,451",$308,"$6,438","$30,565","$13,930","$15,346","$32,316",$0,"$8,906","$12,028","$39,832","$13,624",$749,$0,$945,#DIV/0!,$945,
"MC4 CONSTRUCTION, LLC",001Rk00000A4ngNIAR,001Rk00000A4ngN,Electrical,General Contractor,Other,"$12,000,000 ",Less than $25M,"$379,179.04","$892,577.46","$325,502.99","$357,429.11","$2,449,766.14","$155,128.72","$220,593.30","$1,162,323.54","$257,272.17","$596,091","$115,874","$1,256,635","$717,818","$156,150","$1,432,090",817%,"$1,275,941",
OE Solar,001Rk00000A4nhiIAB,001Rk00000A4nhi,Mechanical,Mechanical,Mechanical,"$5,000,000 ",Less than $25M,"$133,137.85",$79.99,"$49,163.38","$25,517.75","$29,868.78","$29,242.82","$141,707.09","$57,747.97","$24,032.07","$40,631","$42,330","$6,030","$90,464","$67,529","$404,041",498%,"$336,511",
JRA Electrical Services,001Rk00000b1mgUIAQ,001Rk00000b1mgU,Electrical,,Electrical,"$4,000,000 ",Less than $25M,,,,$0,"$12,966","$54,392",$0,"$7,614",$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
ECNI Power Plus,001Rk00000BDMYLIA5,001Rk00000BDMYL,Electrical,Electrical,Electrical,"$3,000,000 ",Less than $25M,"$380,866","$104,206","$1,120,472","$140,637","$92,883","$178,706","$247,777","$339,469","$340,415","$475,478","$181,834","$303,902","$680,744","$109,934","$120,327",9%,"$10,393",
"S & F Electrical Service, Inc.",001Rk00000bqVvFIAU,001Rk00000bqVvF,Electrical,Electrical,Electrical,"$7,000,000 ",Less than $25M,"$772,713","$637,017","$225,902","$188,922","$247,637","$240,281","$380,889",$0,"$164,106","$275,839","$1,342,682","$223,353","$167,292","$23,042","$41,530",80%,"$18,488",
EPI Power LLC,001Rk00000btGlQIAU,001Rk00000btGlQ,Electrical,Electrical,Electrical,"$230,000,000 ",$100M-$500M,$0,$75,$0,$0,"$4,497","$5,774","$94,758","$1,408,038","$1,504,309","$17,949,860","$2,113,583","$4,619,705","$5,714,911","$8,913,621","$5,133,700",-42%,"-$3,779,921",
EPI Power Test Int. Account,001Rk00000btGlQIAU,001Rk00000btGlQ,Electrical,,Electrical,"$230,000,000 ",$100M-$500M,,,,$0,"$36,832",$170,$0,$0,"$21,009",$0,"$15,200","$3,155",$0,$0,$0,#DIV/0!,$0,
Industrial Power Solutions,001Rk00000bv8RlIAI,001Rk00000bv8Rl,Electrical,Electrical,Electrical,,Less than $25M,"$7,479",$0,"$307,768","$865,755","$5,329,943","$4,717,344","$1,737,053",$0,"$1,624,381","$1,937,578","$1,378,914","$1,308,842","$7,035,594","$2,015,344","$2,408,057",19%,"$392,712",
Shelton & Case Electric,001Rk00000CINClIAP,001Rk00000CINCl,Electrical,Electrical,Electrical,"$100,000 ",Less than $25M,$0,"$3,488","$3,122",$235,$109,$0,$0,$0,$364,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
J2 Company LLC,001Rk00000couaeIAA,001Rk00000couae,Electrical,Electrical,Electrical,"$7,000,000 ",Less than $25M,$0,"$7,395",$1,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
"Adkins Electric, Inc.",001Rk00000DbOU1IAN,001Rk00000DbOU1,Electrical,Electrical,Electrical,,Less than $25M,"$3,746,624","$4,643,762","$2,029,238","$2,651,504","$3,455,704","$3,505,160","$2,174,478","$1,874,664","$2,966,154","$3,396,243","$1,820,692","$3,057,039","$515,061",$0,$0,#DIV/0!,$0,
Double L Management,001Rk00000dCOCzIAO,001Rk00000dCOCz,Drywalling,,Other,"$118,000,000 ",$100M-$500M,,,,,,,"$84,750.00",$0.00,$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Annapurna Construction,001Rk00000DjIlWIAV,001Rk00000DjIlW,Drywalling,Drywalling,Other,"$7,000,000 ",Less than $25M,"$78,512.99","$92,406.82","$66,330.49","$77,168.45","$148,009.71","$58,624.49","$107,816.85","$189,835.64","$227,477.47","$170,130","$106,275","$104,101","$60,806","$131,831","$74,513",-43%,"-$57,317",
Threestones Alliance Inc.,001Rk00000e8RTuIAM,001Rk00000e8RTu,Electrical,Electrical,Electrical,"$8,000,000 ",Less than $25M,$0,"$105,344","$209,433","$139,442","$198,581","$253,254","$13,724","$44,650","$309,657","$314,522","$254,727","$342,876","$278,770","$95,460","$125,667",32%,"$30,207",
Contech Control Services,001Rk00000e9IW7IAM,001Rk00000e9IW7,Electrical,,Electrical,"$135,000,000 ",$100M-$500M,,,,,,,"$1,563",$0,$0,$0,$0,$0,"$51,367","$26,817","$6,336",-76%,"-$20,481",
"Blackstone Construction, LLC",001Rk00000eAVgDIAW,001Rk00000eAVgD,Drywalling,Drywalling,Other,"$17,000,000 ",Less than $25M,$0.00,"$161,587.33","$27,982.55","$59,373.76","$95,645.65","$10,864.06","$48,245.49","$42,135.90",$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
"ADS, LLC Concrete Placement Co.",001Rk00000Ee7BWIAZ,001Rk00000Ee7BW,Concrete,Concrete,Other,"$25,000,000 ",$25M-$100M,$0.00,"$338,598.48","$104,079.51","$128,290.00","$87,092.95","$4,208.12","$3,110.00","$32,956.80",$0.00,$0,$967,$0,$0,"$37,824","$5,248",-86%,"-$32,576",
Alden Mechanical,001Rk00000ePjpMIAS,001Rk00000ePjpM,Mechanical,Mechanical,Mechanical,"$15,000,000 ",Less than $25M,"$77,039.89","$671,294.50","$1,019,013.58","$156,690.98","$214,232.09","$155,006.32","$184,077.46","$197,720.75","$151,754.13","$229,385","$498,436","$2,078,125","$100,403","$265,211","$192,919",-27%,"-$72,292",
IWM3,001Rk00000escAwIAI,001Rk00000escAw,Mechanical,Electrical,Mechanical,"$10,000,000 ",Less than $25M,$0.00,"$2,949.92","$11,272.23","$7,763.38","$8,375.44","$88,444.18","$12,927.48",$0.00,"$3,408.09",$471,"$58,132",$0,$0,$0,$0,#DIV/0!,$0,
Ray Johnson Mechanical,001Rk00000f4KYUIA2,001Rk00000f4KYU,Mechanical,Mechanical,Mechanical,"$5,000,000 ",Less than $25M,"$56,044.44","$88,585.63","$92,207.12","$31,777.03","$34,955.06","$57,945.29","$21,170.09",$0.00,"$16,728.94","$2,966","$28,873","$16,138","$4,727","$2,865",$0,-100%,"-$2,865",
North American Fire Protection,001Rk00000f97yjIAA,001Rk00000f97yj,Mechanical,Mechanical,Mechanical,"$22,000,000 ",Less than $25M,"$167,439.50","$969,226.18","$785,286.38","$411,957.37","$191,693.77","$240,619.10","$208,814.17","$445,989.43","$98,357.04","$155,236","$692,419","$690,364","$345,834","$48,492","$197,949",308%,"$149,457",
Western Electric Contractors LLC,001Rk00000f99KbIAI,001Rk00000f99Kb,Electrical,,Electrical,"$3,000,000 ",Less than $25M,,,,,,,$260,$0,$0,$262,"$1,580",$0,$0,$0,$0,#DIV/0!,$0,
Cardinal Civil Contracting - Charlotte,001Rk00000fHmlOIAS,001Rk00000fHmlO,Mechanical,Mechanical,Mechanical,,Less than $25M,"$1,355,761.67","$2,388,359.38","$2,178,377.26","$2,828,509.09","$807,888.48","$428,622.45","$2,248,579.82","$1,377,020.58","$1,601,578.21","$1,296,622","$1,832,377","$781,422","$1,814,070","$178,915","$513,824",187%,"$334,909",
Greymane,001Rk00000FlVRQIA3,001Rk00000FlVRQ,Drywalling,General Contractor,Other,"$7,000,000 ",Less than $25M,$0.00,$0.00,"$1,940.63",$0.00,$38.04,"$6,195.98",$368.00,$180.00,"$3,972.00",$0,$291,$278,$127,$0,"$20,226",#DIV/0!,"$20,226",
Breig Electric & Consultants,001Rk00000glepuIAA,001Rk00000glepu,Electrical,Electrical,Electrical,"$4,660,000 ",Less than $25M,"$471,188","$646,689",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Lawyer Mechanical Services,001Rk00000GqS7LIAV,001Rk00000GqS7L,Mechanical,Mechanical,Mechanical,"$3,000,000 ",Less than $25M,"$9,245.95","$1,079.27",$725.72,$398.41,$481.61,$0.00,$0.00,$0.00,$0.00,$0,$0,$0,"$1,275",$0,$0,#DIV/0!,$0,
Spring Homes Limited,001Rk00000hg5aPIAQ,001Rk00000hg5aP,Other,,Other,"$2,000,000 ",Less than $25M,,,,$726.00,$25.00,$8.00,"$82,102.38",$0.00,"$139,929.29","$211,500","$200,894","$1,332,352","$323,795","$328,182","$337,244",3%,"$9,061",
TMG Wall Systems,001Rk00000hGh9vIAC,001Rk00000hGh9v,Drywalling,Drywalling,Other,"$15,000,000 ",Less than $25M,$0.00,$0.00,$1.00,"$37,148.51",$0.00,$0.00,$0.00,$0.00,$0.00,$0,$0,$0,$0,"$22,465",$534,-98%,"-$21,930",
Wohali Builders,001Rk00000HQG7mIAH,001Rk00000HQG7m,Electrical,General Contractor,Other,"$25,000,000 ",$25M-$100M,"$101,727.01","$191,933.09","$132,955.70","$68,063.59","$14,120.06",$0.00,$0.00,$0.00,$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Comfort Systems MidAtlantic,001Rk00000i4iHFIAY,001Rk00000i4iHF,Mechanical,,Mechanical,"$65,000,000 ",$25M-$100M,,,,$0.00,$0.00,$257.61,$0.00,$0.00,$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
West Coast Mechanical Insulation,001Rk00000J3VoRIAV,001Rk00000J3VoR,Mechanical,Mechanical,Mechanical,"$3,700,000 ",Less than $25M,"$30,064.04",$186.48,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$23,919","$23,426","$27,400","$9,002","$3,722","$8,252",122%,"$4,531",
Mechanical Systems Co.,001Rk00000jpVmFIAU,001Rk00000jpVmF,Mechanical,,Mechanical,"$13,000,000 ",Less than $25M,,,,$0.00,$0.00,"$1,921.75",$0.00,$0.00,$0.00,$0,$0,$0,"$6,481","$4,154","$33,828",714%,"$29,674",
"Amplified Electric, LLC",001Rk00000jz7dlIAA,001Rk00000jz7dl,Electrical,Electrical,Electrical,"$5,500,000 ",Less than $25M,$0,$0,"$127,668","$198,868","$92,244","$121,742","$55,933","$134,053","$108,403","$89,306","$395,635","$240,828","$13,910","$87,856","$88,979",1%,"$1,123",
Advantage Acoustical,001Rk00000k4YgYIAU,001Rk00000k4YgY,Acoustical Ceilings,,Other,"$7,000,000 ",Less than $25M,,,,$0.00,"$22,700.00",$0.00,$0.00,$0.00,$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
"Air Controls, Inc.",001Rk00000kBoQUIA0,001Rk00000kBoQU,#N/A,,Other,"$2,837,000 ",Less than $25M,,,,$0.00,$0.00,"$75,553.81","$599,804.76","$263,790.89","$998,591.12","$1,876,918","$361,394","$669,187","$978,132","$3,382,415","$1,660,956",-51%,"-$1,721,459",
Texas Electrical Solutions,001Rk00000ke8pBIAQ,001Rk00000ke8pB,Electrical,,Electrical,"$25,000,000 ",$25M-$100M,,,,"$26,683","$75,757","$141,359","$233,413","$146,244","$224,885","$277,889","$348,988","$340,363","$274,972","$400,470","$448,836",12%,"$48,367",
"Cherry Street Energy, LLC",001Rk00000Kel8qIAB,001Rk00000Kel8q,Electrical,,Electrical,"$35,000,000 ",$25M-$100M,"$18,440","$81,398","$268,237","$2,768,786","$555,351","$455,277","$2,296,616","$370,822","$323,540","$274,818","$850,855","$91,938","$184,095","$765,888","$588,350",-23%,"-$177,538",
Schultz Brothers Electric,001Rk00000l2sDFIAY,001Rk00000l2sDF,Electrical,,Electrical,"$4,000,000 ",Less than $25M,,,,"$15,777","$16,106","$91,301","$532,667","$926,736","$20,830","$92,009","$14,519","$12,362","$33,366","$15,871","$76,669",383%,"$60,798",
Brigston Electric,001Rk00000LoAzNIAV,001Rk00000LoAzN,Electrical,Electrical,Electrical,"$20,000,000 ",Less than $25M,$0,$0,$715,"$1,401",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
MCI Wireless,001Rk00000LwOG4IAN,001Rk00000LwOG4,Electrical,Electrical,Electrical,"$3,200,000 ",Less than $25M,"$18,546","$18,744","$24,577","$19,645","$45,255","$32,566","$65,437","$61,316","$24,136",$0,"$3,029",$0,$0,"$4,459",$0,-100%,"-$4,459",
Victory Electrical Solutions,001Rk00000McJfDIAV,001Rk00000McJfD,Electrical,Electrical,Electrical,"$1,000,000 ",Less than $25M,"$14,905","$18,193","$27,223","$23,629","$11,186","$22,193","$11,690","$20,442","$18,155","$21,507","$27,839","$37,103","$10,147","$2,832",$0,-100%,"-$2,832",
RT Moore Mechanical,001Rk00000MtzvHIAR,001Rk00000MtzvH,Mechanical,Mechanical,Mechanical,"$3,109,000 ",Less than $25M,"$65,496.25","$84,863.50","$25,897.66","$143,766.99","$222,685.24","$22,294.84","$25,025.64","$61,534.84","$101,467.12","$64,433","$24,683","$33,246","$19,077","$51,404","$3,977",-92%,"-$47,428",
Paragon Roofing,001Rk00000NSejvIAD,001Rk00000NSejv,,,Other,,Less than $25M,"$141,120.00",,,$0.00,"$1,429,425.91","$1,429,425.91","$63,679.76","$154,942.75","$374,720.95","$388,299","$146,492","$299,040","$100,008","$37,752","$239,156",533%,"$201,404",
DKD Enterprises LLC,001Rk00000OOWgQIAX,001Rk00000OOWgQ,Electrical,General Contractor,Other,"$8,000,000 ",Less than $25M,"$130,901.56","$69,919.36","$266,329.45","$726,972.49","$1,295,079.69","$434,998.92","$726,590.20","$248,342.98","$300,283.33","$245,247","$73,703","$73,278","$2,502,771","$271,845","$233,025",-14%,"-$38,820",
Estructure Solutions,001Rk00000OzjfzIAB,001Rk00000Ozjfz,Electrical,Electrical,Electrical,,Less than $25M,"$2,072,081","$1,941,474","$1,316,236",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
eMobility Business Unit,001Rk00000OzjfzIAB,001Rk00000Ozjfz,Electrical,,Electrical,,Less than $25M,,,,"$1,370,981","$2,817,872","$818,681","$2,080,890","$4,191,677","$4,258,165","$2,374,525","$4,558,559","$2,179,071","$3,911,040","$2,682,617","$3,694,078",38%,"$1,011,461",
Dig Tech,001Rk00000P0OZXIA3,001Rk00000P0OZX,Electrical,Electrical,Electrical,"$6,250,000 ",Less than $25M,"$47,455","$34,124","$35,980","$52,662","$32,236","$79,561","$14,679",$0,"$86,238","$102,861","$23,940","$6,813","$7,893","$980,094","$72,829",-93%,"-$907,265",
A & M Warshaw Fire Protection,001Rk00000PCq7iIAD,001Rk00000PCq7i,Hospitality,Mechanical,Mechanical,"$4,455,000 ",Less than $25M,$801.58,$8.68,"$17,485.18","$15,316.63","$13,687.73","$7,490.75","$12,944.03","$6,024.30","$98,522.78","$172,309","$101,483","$98,819","$80,657","$42,253","$90,651",115%,"$48,398",
"MSF Electric, Inc.",001Rk00000Qc278IAB,001Rk00000Qc278,Electrical,,Electrical,"$30,000,000 ",$25M-$100M,,,,$0,$0,"$2,133",$0,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Lighthouse Electric - IL,001Rk00000R8nOYIAZ,001Rk00000R8nOY,Electrical,Electrical,Electrical,"$1,102,000 ",Less than $25M,"$15,755","$6,981","$21,965","$16,352","$13,057",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Doyle Electric - TX,001Rk00000S8KebIAF,001Rk00000S8Keb,Electrical,,Electrical,"$10,000,000 ",Less than $25M,,,,"$1,445",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
TTI / AEC,001Rk00000TBz1LIAT,001Rk00000TBz1L,Electrical,,Electrical,"$18,000,000 ",Less than $25M,"$233,847","$112,693","$388,082","$946,128","$637,927","$421,735","$564,913","$1,670,736","$809,040","$1,646,373","$551,037","$1,375,141","$179,136",$0,$0,#DIV/0!,$0,
Pacific Hotel Electric,001Rk00000TsIVpIAN,001Rk00000TsIVp,Electrical,Electrical,Electrical,"$4,497,000 ",Less than $25M,"$18,272","$16,722","$8,286","$40,672","$23,144",$446,$0,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
QPS Oregon,001Rk00000VpbBpIAJ,001Rk00000VpbBp,Construction,Electrical,Electrical,"$47,797,000 ",$25M-$100M,"$414,220","$315,337","$402,472","$426,575","$251,277","$296,526","$534,271","$107,328","$154,988","$109,977","$118,298","$65,469","$42,023","$157,085","$13,315",-92%,"-$143,770",
QPS Arizona,001Rk00000VpMBPIA3,001Rk00000VpMBP,Construction,Electrical,Electrical,"$47,797,000 ",$25M-$100M,"$802,986","$287,650","$388,050","$551,091","$151,911","$171,995","$138,295","$54,665","$114,454","$41,258","$70,500","$10,684","$55,104","$53,629","$75,412",41%,"$21,783",
Merit Electrical,001Rk00000VYHIXIA5,001Rk00000VYHIX,#N/A,Electrical,Electrical,"$2,000,000 ",Less than $25M,"$59,126","$32,071","$14,177","$32,440","$24,092","$17,187","$52,811","$23,164","$18,142","$27,148","$20,844","$21,470","$7,939","$6,880","$8,551",24%,"$1,670",
Forte FOS JV,001Rk00000WNHpMIAX,001Rk00000WNHpM,Electrical,Electrical,Electrical,"$4,000,000 ",Less than $25M,"$12,814","$7,109","$14,523","$23,083","$158,983","$63,217","$376,460","$47,522","$56,232","$45,399","$29,624","$24,809","$50,678","$113,428","$20,193",-82%,"-$93,234",
Kleinknecht Electric NJ Inc,001Rk00000WNktGIAT,001Rk00000WNktG,Electrical,Electrical,Electrical,"$900,000 ",Less than $25M,$0,"$9,222","$21,277",$229,"$6,255",$0,"$5,953","$19,046","$6,132","$8,672",$151,$0,$0,$0,$0,#DIV/0!,$0,
Kleinknecht Electric Company,001Rk00000WNml7IAD,001Rk00000WNml7,Electrical,Electrical,Electrical,"$900,000 ",Less than $25M,"$1,306,693","$1,569,661","$1,229,219","$1,617,657","$1,751,436","$1,814,772","$2,323,637","$5,888,763","$3,154,217","$1,959,448","$2,298,507","$4,419,547","$3,532,363","$1,471,007","$5,051,930",243%,"$3,580,923",
Streib Systems,001Rk00000WNu0oIAD,001Rk00000WNu0o,Electrical,Electrical,Electrical,,Less than $25M,"$4,335","$591,758","$2,523","$33,295","$68,365","$5,985","$23,259",$0,"$8,568","$72,707","$2,293","$5,441",$0,$0,$0,#DIV/0!,$0,
Forte Gramercy JV,001Rk00000WNXUKIA5,001Rk00000WNXUK,Electrical,Electrical,Electrical,,Less than $25M,"$126,000","$298,864","$273,270","$239,026","$391,153","$332,891","$190,885","$421,321","$218,023","$776,206","$189,686","$108,620","$243,003","$202,802","$112,218",-45%,"-$90,583",
A&H Communications Inc.,0014x00000FT1CGAA1,0014x00000FT1CG,Electrical,Electrical,Electrical,"$75,000,000 ",$25M-$100M,,,,,,,,"$1,220,355","$2,581,330","$233,307","$375,689","$490,609","$111,824","$893,887","$401,319",-55%,"-$492,568",
Seltrek Electric,001Rk00000piyCoIAI,001Rk00000piyCo,Electrical,Electrical,Electrical,"$20,000,000 ",Less than $25M,,,,,,,,"$672,112","$2,501,287","$645,981","$712,211","$468,314","$174,303","$254,267","$1,092,950",330%,"$838,683",
Red Oak Commercial,0014x00000jTNUaAAO,0014x00000jTNUa,Mechanical,Mechanical,Mechanical,"$15,000,000 ",Less than $25M,,,,,,,,"$222,960.67","$372,942.40","$446,372","$153,065","$151,034","$140,092","$141,719","$77,782",-45%,"-$63,937",
Kraft Mechanical LLC,0014x00000cwFraAAE,0014x00000cwFra,Mechanical,Mechanical,Mechanical,"$55,000,000 ",$25M-$100M,,,,,,,,"$90,054.36","$570,680.57","$362,241","$1,316,220","$1,126,736","$1,930,242","$531,724","$977,990",84%,"$446,266",
Classic Roofing - Phoenix,,0014x00000xT0gz,#N/A,Roofing,Other,"$11,428,000 ",Less than $25M,,,,,,,,"$77,220.99","$491,107.79","$407,308","$83,728","$125,190","$127,717","$43,997","$7,145",-84%,"-$36,852",
"BDI, Inc.",0014x00000FRsDYAA1,0014x00000FRsDY,Electrical,Electrical,Electrical,"$12,000,000 ",Less than $25M,,,,,,,,"$62,801","$8,971",$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
"Lochridge-Priest, Inc.",0014x00000jTMRaAAO,0014x00000jTMRa,Mechanical,Mechanical,Mechanical,"$76,000,000 ",$25M-$100M,,,,,,,,"$34,723.48","$363,321.54","$10,977","$98,502","$5,887","$9,584","$2,563",$0,-100%,"-$2,563",
J.M. Botto,001Rk00000jFGfIIAW,001Rk00000jFGfI,Mechanical,Mechanical,Mechanical,"$100,000 ",Less than $25M,,,,,,,,"$12,001.32","$4,193.00","$16,610","$14,011","$8,244","$43,544","$3,277","$4,498",37%,"$1,221",
United Group Services,0014x00001oIcg6AAC,0014x00001oIcg6,Mechanical,Mechanical,Mechanical,"$140,000,000 ",$100M-$500M,,,,,,,,"$1,510.00","$1,000.00",$707,$0,$0,$0,$0,$0,#DIV/0!,$0,
"Legacy Electrical Services, Inc.",0014x00000Kpy8xAAB,0014x00000Kpy8x,Electrical,Electrical,Electrical,"$4,000,000 ",Less than $25M,,,,,,,,"$1,030",$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
CEBSA,001Rk00000qLrubIAC,001Rk00000qLrub,Electrical,Electrical,Electrical,"$10,000,000 ",Less than $25M,,,,,,,,"$1,009",$0,"$12,123",$601,$17,$0,"$5,150",$1,-100%,"-$5,150",
Giant PowerComm,0014x00000FRUZlAAP,0014x00000FRUZl,Electrical,Electrical,Electrical,"$4,000,000 ",Less than $25M,,,,,,,,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
"Ecker Mechanical Contractors, Inc.",0014x00000si2eVAAQ,0014x00000si2eV,Mechanical,Mechanical,Mechanical,"$15,000,000 ",Less than $25M,,,,,,,,$0.00,$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Performance Electrical Contractors,0014x00000YkPSoAAN,0014x00000YkPSo,Electrical,Electrical,Electrical,"$7,000,000 ",Less than $25M,,,,,,,,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
W. Bradley Electric,0014x00000BSs16AAD,0014x00000BSs16,Electrical,Electrical,Electrical,"$112,000,000 ",$100M-$500M,,,,,,,,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
"Tietjen Technologies, Inc.",001Rk00000TBz1LIAT,001Rk00000TBz1L,Electrical,Electrical,Electrical,"$18,000,000 ",Less than $25M,,,,,,,,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
W. Bradley Electric,0014x00000BSs16AAD,0014x00000BSs16,Electrical,Electrical,Electrical,"$112,000,000 ",$100M-$500M,,,,,,,,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
"Tietjen Technologies, Inc.",001Rk00000TBz1LIAT,001Rk00000TBz1L,Electrical,Electrical,Electrical,"$18,000,000 ",Less than $25M,,,,,,,,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Performance Electrical Contractors,0014x00000YkPSoAAN,0014x00000YkPSo,Electrical,Electrical,Electrical,"$7,000,000 ",Less than $25M,,,,,,,,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
"Ecker Mechanical Contractors, Inc.",0014x00000si2eVAAQ,0014x00000si2eV,Mechanical,Mechanical,Mechanical,"$15,000,000 ",Less than $25M,,,,,,,,$0.00,$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
"Ecker Mechanical Contractors, Inc.",0014x00000si2eVAAQ,0014x00000si2eV,Mechanical,Mechanical,Mechanical,"$15,000,000 ",Less than $25M,,,,,,,,$0.00,$0.00,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
"Tietjen Technologies, Inc.",001Rk00000TBz1LIAT,001Rk00000TBz1L,Electrical,Electrical,Electrical,"$18,000,000 ",Less than $25M,,,,,,,,$0,$0,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
"Advantage Acoustical, LLC",001Rk00000k4YgYIAU,001Rk00000k4YgY,Acoustical Ceilings,Acoustical Ceilings,Other,"$7,000,000 ",Less than $25M,,,,,,,,$0.00,"$9,966.96","$189,221","$314,418","$151,864","$374,171","$283,092","$73,319",-74%,"-$209,773",
All States Mechanical,0014x00000jTMJnAAO,0014x00000jTMJn,Mechanical,Mechanical,Mechanical,"$4,000,000 ",Less than $25M,,,,,,,,$0.00,$1.00,"$75,418","$102,618","$58,931","$134,944","$143,346","$101,374",-29%,"-$41,972",
"Birmingham Electrical Contractors, Inc.",0014x00000FRUacAAH,0014x00000FRUac,Electrical,Electrical,Electrical,"$5,209,000 ",Less than $25M,,,,,,,,$0,"$2,688","$1,145",$617,"$118,627","$119,702","$10,079","$17,842",77%,"$7,763",
Bleuwave,001Rk00000rAGg7IAG,001Rk00000rAGg7,General Contractor,General Contractor,Other,"$4,000,000 ",Less than $25M,,,,,,,,$0.00,"$16,882.20",$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
Britain Electric Co.,0014x00000YnBnrAAF,0014x00000YnBnr,Electrical,Electrical,Electrical,"$22,000,000 ",Less than $25M,,,,,,,,$0,$20,$0,$0,$0,$0,$0,$0,#DIV/0!,$0,
